善存并不是降胆固醇药物的替代品。	善存 并不 是 降 胆固醇 药物 的 替代品 。
横向传感器启动子空间扫描仪启动	横向 传感器 启动 子空间 扫描仪 启动
恩维尔帕夏与德国结盟，他认为德国是欧洲最先进的军事力量。	恩 维 尔 帕夏 与 德国 结盟 ， 他 认为 德国 是 欧洲 最 先进 的 军事力量 。
珊瑚礁也是其它三个太空核试验及多个地下核试验场所。	珊瑚礁 也 是 其它 三 个 太空 核试验 及 多个 地下核试验 场所 。
这个罕见的脂肪酸出现于昆虫蜡、介壳虫的蜡、蜜蜂的蜂胶和几种植物中。	这个 罕见 的 脂肪酸 出现 于 昆虫 蜡 、 介壳 虫 的 蜡 、 蜜蜂 的 蜂胶 和 几 种 植物 中 。
她之后至得克萨斯州沃思堡德克萨斯基督教大学，获得护理学士学位。	她 之后 至 得克萨斯州 沃 思 堡 德克萨斯 基督教 大学 ， 获得 护理 学士学位 。
彻底而独立地清算世界贸易组织、国际货币基金与世界银行政策造成的后果。	彻底 而 独立 地 清算 世界贸易组织 、 国际货币基金 与 世界银行 政策 造成 的 后果 。
朝鲜战争期间，解放军部分部队曾以中国人民志愿军名义入朝作战。	朝鲜战争 期间 ， 解放军 部分 部队 曾 以 中国人民志愿军 名义 入 朝 作战 。
数十年惨淡经营一夜之间满目疮痍，张伯苓的心中溢满了悲痛。	数 十 年 惨淡经营 一夜之间 满目疮痍 ， 张 伯 苓 的 心中 溢满 了 悲痛 。
布鲁克林大桥北部是阿尔弗雷德史密斯的住房工程	布鲁克林大桥 北部 是 阿 尔 弗 雷 德 史密斯 的 住房 工程
我一直用全世界的虚拟私人网络发送信号	我 一直 用 全世界 的 虚拟私人网络 发送 信号
该去熟悉世俗事物的时候却将心机都放在了阴阳道上，因此也有不懂人情世故的一面。	该 去 熟悉 世俗 事物 的 时候 却 将 心机 都 放 在 了 阴阳 道 上 ， 因此 也 有 不 懂 人情世故 的 一面 。
宽容是一回事不服从命令是另一回事	宽容 是 一回事 不 服从 命令 是 另 一回事
然后又是同一个变量还有一些数学运算符号	然后 又 是 同一 个 变量 还有 一些 数学 运算 符号
美国独立战争爆发后，绝大多数殖民者仍然忠于英国王室。	美国独立战争 爆发 后 ， 绝大多数 殖民者 仍然 忠于 英国 王室 。
你要说到烧菜尤其是这狮子头那可是我妈的绝活	你 要 说到 烧菜 尤其是 这 狮子头 那 可是 我 妈 的 绝活
赤石岳是日本一座横跨长野县和静冈县的山。	赤 石 岳 是 日本 一 座 横跨 长野县 和 静冈县 的 山 。
暗中和麻衣子为争夺加纳家女主人之位较劲。	暗中 和 麻 衣 子 为 争夺 加纳 家 女主人 之 位 较劲 。
在文化艺术史上，科尼亚是苏菲派诗人鲁米的长眠之处，以及土耳其回旋舞的发源地。	在 文化 艺术史 上 ， 科 尼 亚 是 苏菲 派 诗人 鲁 米 的 长眠 之 处 ， 以及 土耳其 回旋 舞 的 发源地 。
兴国寺—甘肃省秦安县，全国重点文物保护单位。	兴国 寺 — 甘肃省 秦安县 ， 全国重点文物保护单位 。
南唐升元年间建村，原属吉州永丰县，南宋时改由乐安县辖。	南唐 升 元 年间 建 村 ， 原 属 吉州 永丰县 ， 南宋 时 改 由 乐安县 辖 。
当起落架放下去的时候他掉进了海湾里被冲上了岸	当 起落架 放下 去 的 时候 他 掉 进 了 海湾 里 被 冲 上 了 岸
说不定是你哪个失散多年的加拿大表兄弟?	说不定 是 你 哪个 失散 多年 的 加拿大 表兄弟 ?
该建筑在英国托管时期被国有化，用作公共工程部门和护照办公室。	该 建筑 在 英国 托管 时期 被 国有化 ， 用作 公共 工程 部门 和 护照 办公室 。
设计者未能有机地、真挚地或诚心实意地表达实质。	设计者 未能 有机 地 、 真挚 地 或 诚心实意 地 表达 实质 。
黄金辉传播与信息学院是最好的亚洲最好传播与信息学院之一。	黄金辉 传播 与 信息 学院 是 最好 的 亚洲 最好 传播 与 信息 学院 之一 。
城开高速公路起于渝陕界城口县北屏乡，止于开州区赵家街道。	城 开 高速公路 起 于 渝 陕 界 城口县 北 屏 乡 ， 止 于 开州区 赵 家 街道 。
路易斯安那州里格莱茨和密西西比州格尔夫波特都测得2.5米高的风暴潮。	路易斯安那州 里 格 莱 茨 和 密西西比州 格尔夫波特 都 测 得 2 . 5 米高 的 风暴潮 。
修道院目前由英国国家名胜古迹信托管理。	修道院 目前 由 英国 国家 名胜古迹 信托 管理 。
弗里德里希·迪克尔是德国政治人物，曾任东德内政部长。	弗里德里希 · 迪克 尔 是 德国 政治人物 ， 曾 任 东德 内政部长 。
除新郑机场外，位于上街区的郑州上街机场为郑州市的第二机场。	除 新郑 机场 外 ， 位于 上街区 的 郑州 上街 机场 为 郑州市 的 第二 机场 。
除接力赛外，摩根还需参加400米自由泳个人赛。	除 接力赛 外 ， 摩根 还 需 参加 4 0 0 米 自由泳 个人赛 。
胰脏中的胰蛋白酶原的不当激活可导致胰腺炎。	胰脏 中 的 胰 蛋白酶 原 的 不当 激活 可 导致 胰腺炎 。
其中最深的是马里亚纳海沟其下降到海平面以下七英里深度足够吞下珠穆朗玛峰	其中 最 深 的 是 马里亚纳海沟 其 下降 到 海平面 以下 七 英里 深度 足够 吞 下 珠穆朗玛峰
一位年轻有为的机械师他把才华浪费在帕洛阿尔托的某座车库里	一 位 年轻有为 的 机械师 他 把 才华 浪费 在 帕 洛 阿 尔 托 的 某 座 车库 里
大地震中断层机制的多样性证明了吕宋岛及其周围板块构造的复杂性。	大 地震 中 断层 机制 的 多样性 证明 了 吕宋岛 及其 周围 板块构造 的 复杂性 。
这套系统可以让分散式运算软体能够调用远端系统的资源。	这 套 系统 可以 让 分散式 运算 软体 能够 调用 远端 系统 的 资源 。
克拉通是位于爪哇岛中部日惹特区的宫殿。	克拉通 是 位于 爪哇岛 中部 日惹特区 的 宫殿 。
大写字母并非国际音标的一部分。	大写字母 并非 国际音标 的 一部分 。
有一次董事会上，他脱下鞋子把光脚丫担在桌子上	有一次 董事会 上 ， 他 脱下 鞋子 把 光脚 丫 担 在 桌子 上
作品揉合后现代手法与契诃夫等作家的心理洞察力及写作风格。	作品 揉合 后 现代 手法 与 契诃夫 等 作家 的 心理 洞察力 及 写作 风格 。
国际特赦组织便是提倡性交易除罪化的著名组织之一。	国际特赦组织 便是 提倡 性交易 除罪化 的 著名 组织 之一 。
认真的，晓迪你就像某些长辈的阴谋论讨论区	认真 的 ， 晓 迪 你 就 像 某些 长辈 的 阴谋论 讨论区
李树藩，81岁，马来西亚资深新闻工作者，《南洋商报》前总编辑。	李 树 藩 ， 8 1 岁 ， 马来西亚 资深 新闻工作者 ， 《 南洋商报 》 前 总编辑 。
最高法院认定罪名成立谋杀塔奥神父左拉和两个陛下士兵	最高法院 认定 罪名 成立 谋杀 塔 奥 神父 左拉 和 两 个 陛下 士兵
要看上去像每天柴米油盐酱醋茶地生活在一起···	要 看上去 像 每天 柴米油盐酱醋茶 地 生活 在一起 · · ·
象升调任宣大总督，率师进驻京畿，严明军纪，操练兵马，清军不敢进犯。	象 升 调任 宣 大 总督 ， 率 师 进驻 京畿 ， 严明 军 纪 ， 操练 兵马 ， 清军 不 敢 进犯 。
据估计，在陕河南方言使用者有数百万人。	据估计 ， 在 陕 河南 方言 使用者 有 数百万 人 。
游客可以自助游览历史性设施和建筑物。	游客 可以 自助 游览 历史性 设施 和 建筑物 。
对于性事方面的话题没辄，只要有关这方面的话题一听到便会面红耳赤不知所措。	对于 性事 方面 的 话题 没 辄 ， 只要 有关 这 方面 的 话题 一 听到 便 会 面红耳赤 不知所措 。
保护区内朽木生地衣中有5目14科19属地衣，石蕊属和地卷属拥有较多种类。	保护区 内 朽木 生 地衣 中 有 5 目 1 4 科 1 9 属 地衣 ， 石蕊 属 和 地 卷 属 拥有 较 多 种类 。
周世逑，男，浙江德清人，中国政治学家、行政管理学家，曾任中国政治学会副会长。	周 世 逑 ， 男 ， 浙江 德清 人 ， 中国 政治学 家 、 行政管理 学 家 ， 曾 任 中国 政治学 会 副 会长 。
这个中世纪市民社会的最高管理机构是市议会。	这个 中世纪 市民社会 的 最高 管理 机构 是 市议会 。
虽则下议院位在君主与上议院之下，但早年的下议院也非一事无成的。	虽则 下议院 位 在 君主 与 上议院 之下 ， 但 早年 的 下议院 也 非 一事无成 的 。
但这就是命中注定...命运可不会眷顾保姆	但 这 就是 命中注定 . . . 命运 可 不会 眷顾 保姆
碳链上碳原子的数目，10以内用天干表示，10以外用汉字数字表示。	碳链 上 碳原子 的 数目 ， 1 0 以内 用 天干 表示 ， 1 0 以外 用 汉字 数字 表示 。
通过报刊和其他信息之影响，蒋打算到外面世界去追寻出路。	通过 报刊 和 其他 信息 之 影响 ， 蒋 打算 到 外面 世界 去 追寻 出路 。
戴绿盖头显得清俊娇丽；戴白盖头显得干净持重；戴黑色盖头显得素雅端正。	戴 绿 盖头 显得 清 俊 娇 丽 ； 戴 白 盖头 显得 干净 持重 ； 戴 黑色 盖头 显得 素雅 端正 。
在动物中，松弛素放松耻骨并促进分娩；它也软化子宫颈(子宫颈成熟)并放松子宫肌肉。	在 动物 中 ， 松弛 素 放松 耻骨 并 促进 分娩 ； 它 也 软化 子宫颈 ( 子宫颈 成熟 ) 并 放松 子宫 肌肉 。
网络空间作战司令部的前身为下属的通信技术局，2018年1月8日挂牌成立。	网络空间 作战 司令部 的 前身 为 下属 的 通信技术 局 ， 2 0 1 8 年 1 月 8 日 挂牌 成立 。
东山县的东山歌册被列入国家级非物质文化遗产名录。	东山县 的 东山 歌 册 被 列入 国家级 非物质文化遗产 名录 。
女朋友跑掉了,就算天涯海角也要追回来	女朋友 跑掉 了 , 就算 天涯海角 也 要 追回 来
另一方面，他奉中原王朝后梁的正朔，并向后梁朝贡。	另一方面 ， 他 奉 中原 王朝 后梁 的 正朔 ， 并 向 后梁 朝贡 。
约出生于唐太宗贞观初年，在高宗、武后时期担任太史令三十余年，官至太中大夫。	约 出生 于 唐太宗 贞 观 初年 ， 在 高宗 、 武 后 时期 担任 太史令 三十 余年 ， 官 至 太 中 大夫 。
康熙七年，裁大宁县归并奉节县，裁新宁县归并梁山县，领州一县十。	康熙 七 年 ， 裁 大宁县 归并 奉节县 ， 裁 新宁县 归并 梁山县 ， 领 州 一 县 十 。
马人在菲律宾民间传说中往往被描绘成诡计多端的半马半人生物	马 人 在 菲律宾 民间传说 中 往往 被 描绘 成 诡计多端 的 半 马 半 人 生物
我不得不满足我的妻子早午餐二十分钟前。	我 不得不 满足 我 的 妻子 早午餐 二十 分钟 前 。
布渥斯的总干事莫菲说参议员今天接受访问	布 渥 斯 的 总干事 莫 菲 说 参议员 今天 接受 访问
故事主要设定在纽约市布鲁克林区。	故事 主要 设定 在 纽约市 布鲁克林 区 。
我现在连你的肚脐眼是什么样都不记得了	我 现在 连 你 的 肚脐眼 是 什么样 都 不 记得 了
职业生涯期间，福特曾在斯坦福大学医学院合作临床心理学项目担任教授。	职业 生涯 期间 ， 福特 曾 在 斯坦福大学 医学院 合作 临床 心理学 项目 担任 教授 。
这使得缪斯不得不与其他演员一同参加试镜，包括塞思·格林与布莱克金·迈耶。	这 使得 缪斯 不得不 与 其他 演员 一同 参加 试镜 ， 包括 塞 思 · 格林 与 布 莱 克 金 · 迈 耶 。
告别的场合可不能太轻松自然他们每次都要郑重其事	告别 的 场合 可 不能 太 轻松 自然 他们 每次 都 要 郑重其事
不久之后，豆浆就会凝结成豆腐花。	不久 之后 ， 豆浆 就 会 凝结 成 豆腐花 。
吉庆里(新北市)：新北市瑞芳区辖下一个里。	吉庆 里 ( 新北市 ) ： 新北市 瑞芳 区 辖 下 一个 里 。
这项研究的档案文件有新闻报道、信函及其他与参与者相关的文件。	这 项 研究 的 档案 文件 有 新闻 报道 、 信函 及 其他 与 参与者 相关 的 文件 。
英语法语西班牙语日语还有一些马尔加什语	英语 法语 西班牙语 日语 还有 一些 马 尔 加 什 语
事实上，这几条要求是不相容的。	事实上 ， 这 几 条 要求 是 不相容 的 。
莫荣新：桂平江口人，旧桂系军阀之一，统治凶残，时人称之为“莫屠户”。	莫 荣 新 ： 桂平 江口 人 ， 旧 桂系军阀 之一 ， 统治 凶残 ， 时 人 称之为 " 莫 屠户 " 。
啊是医院院长亲自打的电话拜托副院长做一下手术	啊 是 医院 院长 亲自 打 的 电话 拜托 副院长 做 一下 手术
漳浦县的漳浦剪纸被列入国家级非物质文化遗产名录。	漳浦县 的 漳浦 剪纸 被 列入 国家级 非物质文化遗产 名录 。
在另一方面，有些人则不同意殖民主义的论点。	在 另一方面 ， 有些人 则 不 同意 殖民主义 的 论点 。
调研报告和讲座受到了国际法学界泰斗周鲠生等外交部专家的好评。	调研 报告 和 讲座 受到 了 国际法 学界 泰斗 周 鲠 生 等 外交部 专家 的 好评 。
新娘子新婚之夜受惊吓是应该的啊	新娘子 新婚 之 夜 受 惊吓 是 应该 的 啊
何塞·拉瓦，菲律宾共产党中央委员会书记处总书记。	何 塞 · 拉 瓦 ， 菲律宾 共产党 中央委员会 书记处 总书记 。
转会费据报道为4500万欧元，另加附加费用。	转会费 据报道 为 4 5 0 0 万 欧元 ， 另加 附加 费用 。
后来由于类似的原因酒窖藏品被偷运出了俄罗斯	后来 由于 类似 的 原因 酒窖 藏品 被 偷运 出 了 俄罗斯
法兰克-普罗旺斯语数词为十进制。	法兰克 - 普罗旺斯语 数词 为 十进制 。
高淳北临溧水区，南接宣城市宣州区与郎溪县，东靠常州溧阳市，西倚马鞍山市当涂县。	高淳 北 临 溧水区 ， 南 接 宣城市 宣州区 与 郎溪县 ， 东 靠 常州 溧阳市 ， 西 倚 马鞍山市 当涂县 。
反平行四边形二十四面体的对偶多面体为大斜方立方体。	反 平行四边形 二十 四 面 体 的 对偶多面体 为 大 斜 方 立方体 。
大会主题是“高举中国特色社会主义伟大旗帜，为夺取全面建设小康社会新胜利而奋斗”。	大会 主题 是 " 高举 中国特色社会主义 伟大 旗帜 ， 为 夺取 全面 建设 小康社会 新 胜利 而 奋斗 " 。
一直到1980年代进入泡沫经济末期后，才开始发展转变成现在的高贵氛围。	一直 到 1 9 8 0 年代 进入 泡沫经济 末期 后 ， 才 开始 发展 转变 成 现在 的 高贵 氛围 。
但不幸地，广义相对论中的能量守恒远不比其他物理学理论中直接。	但 不幸 地 ， 广义相对论 中 的 能量守恒 远 不比 其他 物理学 理论 中 直接 。
它具有顺磁性，其电导率及热导率皆甚低。	它 具有 顺磁 性 ， 其 电导率 及 热导率 皆 甚 低 。
国际象棋棋子、六十四格国际跳棋棋子。	国际象棋 棋子 、 六十 四 格 国际跳棋 棋子 。
金门及烈屿：示意本部夙夜匪懈致力战备，戍守金门地区之决心。	金门 及 烈屿 ： 示意 本部 夙夜匪懈 致力 战备 ， 戍守 金门 地区 之 决心 。
匈牙利语的副词有比较级和最高级。	匈牙利语 的 副词 有 比较级 和 最高 级 。
杨宗勋的笔记本电脑并不在韩俊辉的储物柜或是房间里	杨 宗 勋 的 笔记本电脑 并不 在 韩 俊 辉 的 储物柜 或是 房间 里
在很多国家，外交代表同时要致颂词，国家元首要致答词。	在 很 多 国家 ， 外交 代表 同时 要 致 颂词 ， 国家元首 要 致 答词 。
我现阶段还没准备好要认真谈恋爱	我 现阶段 还 没 准备 好 要 认真 谈恋爱
斯大林掌权后，苏联开始了急进的农业集体化、工业化和去富农化。	斯大林 掌权 后 ， 苏联 开始 了 急 进 的 农业集体化 、 工业化 和 去 富农 化 。
威廉·墨顿·卡韩，生于加拿大安大略多伦多，数学家与计算机科学家，专长于数值分析。	威廉 · 墨 顿 · 卡 韩 ， 生 于 加拿大 安 大略 多伦多 ， 数学家 与 计算机科学家 ， 专长 于 数值分析 。
玉屏县1路公交车、2路公交车均过。	玉屏县 1 路 公交车 、 2 路 公交车 均 过 。
与此同时在湾仔「热线1000」当搬迁项目热线的接线生和在必胜客厨房部当学厨。	与此同时 在 湾仔 「 热线 1 0 0 0 」 当 搬迁 项目 热线 的 接线生 和 在 必胜客 厨房 部 当 学 厨 。
收到过架子鼓，手风琴吉它，和小提琴以后班吉	收到 过 架子鼓 ， 手风琴 吉它 ， 和 小提琴 以后 班吉
那你一定在沿途中得到了贵人相助	那 你 一定 在 沿途 中 得到 了 贵人 相助
万华区：一个位于台北市西南侧的行政区划，旧称艋舺。	万华区 ： 一个 位于 台北市 西南 侧 的 行政区划 ， 旧称 艋舺 。
研究心理学家一般需要大学研究所以上的学位，并在研究机构中工作。	研究 心理学家 一般 需要 大学 研究所 以上 的 学位 ， 并 在 研究机构 中 工作 。
她只不过是你这17年来泡过的多如牛毛的美女的其中一个	她 只不过 是 你 这 1 7 年来 泡 过 的 多如牛毛 的 美女 的 其中 一个
保罗与一名法军士兵在无人区展开白刃战，一刀捅向对方，看着对方流血痛苦死去。	保罗 与 一 名 法军 士兵 在 无人区 展开 白刃战 ， 一 刀 捅 向 对方 ， 看 着 对方 流血 痛苦 死去 。
青藏公路在唐古拉山口的最高处是海拔5,231公尺。	青藏公路 在 唐古拉 山口 的 最高 处 是 海拔 5 , 2 3 1 公尺 。
他开车过来把车并排停在了冰雪皇后门口然后进去买冰淇淋了	他 开车 过来 把 车 并排 停 在 了 冰雪皇后 门口 然后 进去 买 冰淇淋 了
而撒哈拉以南非洲、亚洲及其他地区和殖民前的美洲，则十分少见到起司这种食品。	而 撒哈拉以南非洲 、 亚洲 及 其他 地区 和 殖民 前 的 美洲 ， 则 十分 少 见到 起司 这种 食品 。
磁铁矿晶体的热力学稳定性比氢氧化亚铁高。	磁铁矿 晶体 的 热力学 稳定性 比 氢氧化 亚铁 高 。
言论自由保障某甲可发表意见，但言论自由亦保障某乙可发表批评某甲的意见。	言论自由 保障 某甲 可 发表 意见 ， 但 言论自由 亦 保障 某 乙 可 发表 批评 某甲 的 意见 。
这是葡萄牙第二大圣母朝圣地，仅次于法蒂玛。	这 是 葡萄牙 第二 大 圣母 朝圣 地 ， 仅次于 法蒂玛 。
全国人民代表大会常务委员会副委员长司马义·铁力瓦尔地等人在开馆首日参观博物馆。	全国人民代表大会常务委员会 副 委员长 司马 义 · 铁力 瓦 尔 地 等 人 在 开 馆 首 日 参观 博物馆 。
在变质岩带中的枕状熔岩，也被用于确认水下火山活动。	在 变质岩 带 中 的 枕状熔岩 ， 也 被 用于 确认 水下 火山活动 。
有的时候她会破坏东西她会破坏东西	有的时候 她 会 破坏 东西 她 会 破坏 东西
大多数理论家都同意目前传统的新社团主义正面临危机。	大多数 理论家 都 同意 目前 传统 的 新 社团 主义 正 面临 危机 。
前中国民主建国会副主席、前中国人民政治协商会议全国委员会副主席。	前 中国民主建国会 副主席 、 前 中国人民政治协商会议 全国 委员会 副主席 。
反射星云和发射星云常结合在一起成为弥漫星云，例如猎户座大星云。	反射星云 和 发射星云 常 结合 在一起 成为 弥漫星云 ， 例如 猎户座大星云 。
他的灵感来自于古老农舍的哥特式窗户，但画中人物的脸是此画举世瞩目的地方。	他 的 灵感 来自 于 古老 农舍 的 哥特式 窗户 ， 但 画 中 人物 的 脸 是 此 画 举世瞩目 的 地方 。
其中有50多位南师附中学子当选中国科学院和中国工程院院士。	其中 有 5 0 多 位 南 师 附中 学子 当选 中国科学院 和 中国工程院 院士 。
蛋白质、脂肪、脂肪酸、碳水化合物、糖、膳食纤维以公克标示。	蛋白质 、 脂肪 、 脂肪酸 、 碳水化合物 、 糖 、 膳食纤维 以 公克 标示 。
逃逸事件发生后，未按照应急预案采取有效措施。	逃逸 事件 发生 后 ， 未 按照 应急 预案 采取 有效措施 。
北京师范大学，华中师范大学，南京师范大学无机化学教研室编。	北京师范大学 ， 华中 师范大学 ， 南京 师范大学 无机化学 教研室 编 。
你们千百劝阻万般好心的使我幡然醒悟男子汉大丈夫为女人死太不值爱情没有了我还有事业	你们 千 百 劝阻 万般 好心 的 使 我 幡然 醒悟 男子汉大丈夫 为 女人 死 太 不值 爱情 没有 了 我 还有 事业
多核变形虫缺乏线粒体和一些真核细胞的其他细胞器(如过氧化物酶体和高尔基体)。	多 核 变形虫 缺乏 线粒体 和 一些 真核 细胞 的 其他 细胞器 ( 如 过氧化物 酶 体 和 高尔基体 ) 。
波兰人、吉普赛人、同性恋者、残疾人，但绝大多数是犹太人。	波兰 人 、 吉普赛人 、 同性恋者 、 残疾人 ， 但 绝大多数 是 犹太人 。
五年内全国工农业总产值增长38％，国民生产总值增长44％。	五 年内 全国 工农业 总产值 增长 3 8 ％ ， 国民生产总值 增长 4 4 ％ 。
秘密，一个美国大陪审团担任针对维基解密支持者的传票。	秘密 ， 一个 美国 大陪审团 担任 针对 维基解密 支持者 的 传票 。
成为人生中的一部分而不仅仅是一天	成为 人生 中 的 一部分 而 不仅仅 是 一 天
只要有护照申请书、户口本副本身份陈述书就可以	只要 有 护照 申请书 、 户口本 副本 身份 陈述书 就 可以
东汉名将朱俊镇压黄巾军，催促官军全力攻打阳城（下曲阳城）。	东汉 名将 朱俊 镇压 黄巾军 ， 催促 官军 全力 攻打 阳城 （ 下 曲阳 城 ） 。
但此时此刻我想个方法先就此打住才不会让人误解我们家有神经病	但 此时此刻 我 想 个 方法 先 就此 打住 才 不会 让 人 误解 我们 家 有 神经病
一些节日源于传统习俗，如东亚的春节，端午节、中秋节、清明节、重阳节等。	一些 节日 源于 传统 习俗 ， 如 东亚 的 春节 ， 端午节 、 中秋节 、 清明节 、 重阳节 等 。
纹章上的封印绶带为齿耙型，并纹以圣乔治十字，四分之一盾面采用萨克森家纹。	纹章 上 的 封印 绶带 为 齿 耙 型 ， 并 纹 以 圣乔治 十字 ， 四分之一 盾 面 采用 萨克森 家 纹 。
他最终在半决赛中输给了丹尼尔·梅德韦杰夫。	他 最终 在 半决赛 中 输给 了 丹尼尔 · 梅德韦杰夫 。
后来他在合众国政府与南美国家的谈判中担任职务。	后来 他 在 合众国 政府 与 南美 国家 的 谈判 中 担任 职务 。
上海市复兴初级中学，正式名称为上海市民办新复兴初级中学，习惯上简称复初。	上海市 复兴 初级中学 ， 正式 名称 为 上海市 民办 新 复兴 初级中学 ， 习惯 上 简称 复 初 。
根据环评报告书中所示的站线配布图，还将预留与京哈铁路联通的市郊、普速列车站台。	根据 环评 报告书 中 所 示 的 站 线 配 布 图 ， 还 将 预留 与 京哈铁路 联通 的 市郊 、 普 速 列车 站台 。
想想要是你未婚夫现在看到你不好好学习	想 想 要是 你 未婚夫 现在 看到 你 不 好好 学习
贞元元年（785年）十一月，陪唐德宗于长安南郊祀昊天上帝。	贞 元 元年 （ 7 8 5 年 ） 十一月 ， 陪 唐德宗 于 长安 南 郊祀 昊天 上帝 。
你凭什么对我指手画脚你和我根本就是同一类人	你 凭什么 对 我 指手画脚 你 和 我 根本 就是 同一 类 人
其实这也无所谓了发电机已经撑不下去了	其实 这 也 无所谓 了 发电机 已经 撑 不 下去 了
贪吃的14岁中学生（新人偶像）。	贪吃 的 1 4 岁 中学生 （ 新人 偶像 ） 。
人们的思想意识和价值观念日趋多元化、复杂化。	人们 的 思想意识 和 价值 观念 日趋 多元化 、 复杂化 。
但最繁忙的罗湖、落马洲、落马洲支线、深圳湾、港珠澳大桥等口岸仍继续全面开放。	但 最 繁忙 的 罗湖 、 落马洲 、 落马洲 支线 、 深圳 湾 、 港珠澳大桥 等 口岸 仍 继续 全面 开放 。
一定要在我的平板出问题这天搞无纸化办公吗	一定要 在 我 的 平板 出问题 这天 搞 无纸化办公 吗
另外，德国足球协会主席也曾要求过国际足联对卡塔尔获选主办权一事展开调查。	另外 ， 德国 足球协会 主席 也 曾 要求 过 国际足联 对 卡塔尔 获 选 主办权 一 事 展开 调查 。
盖瑞‧詹斯勒是一位美国政府官员、前高盛投资银行家，现任美国证券交易委员会主席。	盖 瑞 ‧ 詹 斯 勒 是 一 位 美国 政府官员 、 前 高盛 投资银行 家 ， 现任 美国证券交易委员会 主席 。
而停尸房里的两具尸体看起来像是被一个身材魁梧面目可憎的连环杀人狂压死的	而 停尸房 里 的 两 具 尸体 看起来 像 是 被 一个 身材 魁梧 面目可憎 的 连环 杀人狂 压死 的
他用起居室因为灯光更好但它们在黑暗中才栩栩如生	他 用 起居室 因为 灯光 更 好 但 它们 在 黑暗 中 才 栩栩如生
春秋季开花，花单生于叶腋部，有3片黄绿色萼片，6－9片花被，呈粉红至深红色。	春秋 季 开花 ， 花 单 生 于 叶 腋 部 ， 有 3 片 黄绿色 萼 片 ， 6 － 9 片 花被 ， 呈 粉红 至 深红色 。
请问美国政府为何单方面提起韩美自由贸易协定再协商呢？	请问 美国 政府 为何 单方面 提起 韩美 自由贸易 协定 再 协商 呢 ？
在这个纬度，在北纬45度以上将看不见它，也就是欧洲绝大部分地区看不见。	在 这个 纬度 ， 在 北纬 4 5 度 以上 将 看不见 它 ， 也就是 欧洲 绝大部分 地区 看不见 。
当海水温度越来越高薪全球气候模式也开始出现类似通常称为厄尔尼诺现象的暴烈气候	当 海水 温度 越来越 高 薪 全球气候 模式 也 开始 出现 类似 通常 称为 厄尔尼诺现象 的 暴烈 气候
截半截角二十面体是一种凸多面体，属于环带多面体，其对偶多面体为菱形九十面体。	截 半 截 角 二十面体 是 一种 凸多面体 ， 属于 环带 多面体 ， 其 对偶多面体 为 菱形 九十 面体 。
王叔和，名熙，高平（治今山东菏泽市巨野县东南）人，西晋医学家。	王 叔 和 ， 名 熙 ， 高平 （ 治 今 山东 菏泽市 巨野县 东南 ） 人 ， 西晋 医学家 。
该学院由故宫博物院与同济大学联合成立。	该 学院 由 故宫博物院 与 同济大学 联合 成立 。
因为我的手下去你们餐馆带回来的可不止鸡肉	因为 我 的 手下 去 你们 餐馆 带回 来 的 可 不止 鸡肉
北欧两项项目此次作为可选项目临时重返冬季世界大学生运动会。	北欧两项 项目 此次 作为 可选 项目 临时 重返 冬季 世界 大学生 运动会 。
不要害怕前面的道路该怕的是停滞不前	不要 害怕 前面 的 道路 该 怕 的 是 停滞不前
意法是欧洲最大的半导体供应商，领先于英飞凌与恩智浦半导体。	意 法 是 欧洲 最 大 的 半导体 供应商 ， 领先 于 英飞凌 与 恩 智 浦 半导体 。
真是天才不用离开手术室还可以自由摄取水分	真是 天才 不用 离开 手术室 还 可以 自由 摄取 水分
其祖墓在今山西晋城市沁水县端氏镇坪上村西印斗坪山腰，为沁水县文物保护单位。	其 祖 墓 在 今 山西 晋城市 沁水县 端 氏 镇 坪 上 村 西 印 斗 坪 山腰 ， 为 沁水县 文物 保护 单位 。
情报界。...直接前身为美国中央情报局，的领导下，	情报 界 。 . . . 直接 前身 为 美国 中央情报局 ， 的 领导 下 ，
就是说你没办法搬走的原因归根结底是因为没钱吗	就是说 你 没办法 搬走 的 原因 归根结底 是 因为 没 钱 吗
本作主人翁，民国中学的转学生，之后成为民国中学风纪股长。	本 作 主人翁 ， 民国 中学 的 转学生 ， 之后 成为 民国 中学 风纪 股长 。
其茎叶常用来制作名为雪里蕻的咸菜，其根则用来腌制成芥菜头。	其 茎 叶 常 用来 制作 名为 雪里蕻 的 咸菜 ， 其 根 则 用来 腌制 成 芥菜 头 。
也是个爱国者女娃娃不过是英国人	也 是 个 爱国者 女 娃娃 不过 是 英国人
圆号在此处有一个由主旋律衍生出的乐句。	圆 号 在 此处 有 一个 由 主旋律 衍生 出 的 乐句 。
只是大部分时间,这位公主梦寐以求的一切是和我的宝宝待在家里的沙发上.	只是 大部分 时间 , 这位 公主 梦寐以求 的 一切 是 和 我 的 宝宝 待 在 家里 的 沙发 上 .
参议院决定通过众议院直至今晚仍未作出表决	参议院 决定 通过 众议院 直至 今晚 仍 未 作出 表决
这条规定她现在和将来都不能弹奏打击乐器或铜管乐器	这 条 规定 她 现在 和 将来 都 不能 弹奏 打击乐器 或 铜管乐器
今天下午4点一定要看《晚间大爆炸》！	今天 下午 4 点 一定要 看 《 晚间 大爆炸 》 ！
